food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Calcium
mountain yam cooked,119,0.1,0.014,0.007,0.099,29.0,0.0,2.5,0.0,0.0,0.4,11.6
pumpkin flowers raw,5,0.084,0.049,0.099,0.05,1.1,0.0,0.3,0.0,0.0,0.066,12.9
mustard greens raw,15,0.2,0.072,0.071,0.035,2.6,0.7,1.6,1.8,0.0,0.004,64.4
arrowhead,12,0.084,0.0,0.0,0.0,2.4,0.0,0.6,0.0,0.0,0.082,1.2
japanese cabbage,45,0.2,0.092,0.081,0.092,8.5,2.0,2.4,4.7,0.0,0.4,72.0
mung bean sprouts cooked,24,0.1,0.05,0.007,0.062,4.5,3.5,2.5,1.0,0.0,0.3,14.9
scallop squash cooked,29,0.3,0.034,0.081,0.1,5.9,2.7,1.9,3.4,0.0,0.4,27.0
pumpkin leaves cooked,15,0.2,0.092,0.017,0.093,2.4,0.5,1.9,1.9,0.0,0.2,30.5
hungarian pepper,8,0.1,0.082,0.086,0.099,1.8,1.0,0.2,0.3,0.0,0.028,3.2
sweet potato baked,103,0.2,0.013,0.072,0.1,23.6,7.4,2.3,3.8,0.0,0.07,43.3
chinese cabbage pe tsai raw,12,0.2,0.033,0.087,0.004,2.5,1.1,0.9,0.9,0.0,0.049,58.5
taro raw,116,0.2,0.099,0.062,0.01,27.5,0.4,1.6,4.3,0.0,0.054,44.7
yam bean jicama,49,0.1,0.061,0.088,0.093,11.5,2.3,0.9,6.4,0.0,0.047,15.6
olives,10,0.9,0.2,0.6,0.043,0.5,0.0,0.09,0.1,0.0,0.001,7.4
mustard greens cooked,36,0.7,0.053,0.2,0.008,6.3,2.0,3.6,2.8,0.0,0.4,165.2
pumpkin flowers cooked,20,0.1,0.057,0.007,0.084,4.4,3.2,1.5,1.2,0.0,0.082,49.6
tree fern cooked,57,0.096,0.0,0.0,0.0,15.3,0.0,0.4,5.3,0.0,0.3,11.4
yellow corn raw,606,7.9,1.1,2.1,3.6,123.3,1.1,15.6,12.1,0.0,0.06,11.6
endive,9,0.1,0.022,0.044,0.072,1.7,0.1,0.6,1.6,0.0,0.08,26.0
wakame,36,0.5,0.1,0.002,0.2,7.3,0.5,2.4,0.4,0.0,0.7,120.0
tahitian taro raw,55,1.2,0.2,0.022,0.5,8.6,0.0,3.5,0.0,0.0,0.003,161.3
broccoli raw,31,0.3,0.053,0.028,0.015,6.0,1.5,2.6,2.4,0.0,0.049,0.092
sweet green peppers raw,30,0.3,0.053,0.043,0.037,6.9,3.6,1.3,2.5,0.0,0.023,14.9
chinese cabbage pak choi cooked,20,0.3,0.014,0.046,0.1,3.0,1.4,2.7,1.7,0.0,0.5,158.1
agar,1,0.058,0.087,0.01,0.028,0.3,0.005,0.053,0.027,0.0,0.049,0.075
watercress,4,0.006,0.071,0.027,0.0,0.4,0.099,0.8,0.2,0.0,0.038,0.069
beet greens cooked,39,0.3,0.025,0.067,0.1,7.9,0.9,3.7,4.2,0.0,0.3,164.2
winter squash cooked,76,0.7,0.1,0.083,0.3,18.1,6.8,1.8,5.7,0.0,0.068,45.1
new zealand spinach raw,8,0.1,0.077,0.078,0.043,1.4,0.2,0.8,0.8,0.0,0.017,32.5
okra,4,0.082,0.001,0.019,0.053,0.9,0.2,0.2,0.4,0.0,0.098,9.8
yautia tannier,132,0.5,0.1,0.0,0.0,31.9,0.0,2.0,2.0,0.0,0.031,12.2
mustard spinach cooked,29,0.4,0.0,0.0,0.0,5.0,0.0,3.1,3.6,0.0,0.5,284.4
rhubarb cooked,278,0.1,0.08,0.009,0.067,74.9,68.9,0.9,4.8,0.0,0.007,0.081
beets raw,58,0.2,0.028,0.032,0.067,13.0,9.2,2.2,3.8,0.0,0.1,0.079
drumstick pods raw,37,0.2,0.025,0.1,0.037,8.5,0.0,2.1,3.2,0.0,0.077,30.0
baby zucchini,2,0.089,0.02,0.047,0.006,0.3,0.0,0.3,0.1,0.0,0.041,2.3
onion raw,16,0.048,0.077,0.091,0.007,3.7,1.7,0.4,0.7,0.0,0.065,0.08
romanesco cooked,39,0.4,0.028,0.077,0.2,7.7,0.0,3.7,4.0,0.0,0.3,39.0
butternut squash raw,90,0.2,0.044,0.046,0.019,23.4,4.4,2.0,4.0,0.0,0.067,0.075
amaranth leaves,6,0.075,0.072,0.033,0.025,1.1,0.0,0.7,0.0,0.0,0.071,60.2
turnip greens raw,18,0.2,0.009,0.04,0.066,3.9,0.4,0.8,1.8,0.0,0.012,104.5
spaghetti squash raw,31,0.6,0.1,0.026,0.2,7.0,2.8,0.6,1.5,0.0,0.081,23.2
seaweed dry,52,0.3,0.006,0.076,0.2,9.2,0.0,3.1,7.3,6.6,0.9,59.8
yam cooked,158,0.2,0.061,0.018,0.059,37.4,0.7,2.0,5.3,0.0,0.017,0.083
corn dried,119,3.0,0.6,1.1,1.3,18.8,6.0,4.1,5.8,0.0,0.029,7.1
cucumber,23,0.2,0.068,0.044,0.041,5.4,2.5,1.0,0.8,0.0,0.061,24.0
arrowroot,78,0.2,0.094,0.083,0.1,16.1,0.0,5.1,1.6,0.0,0.052,7.2
cardoon raw,30,0.2,0.072,0.05,0.054,7.2,0.0,1.2,2.8,0.0,0.3,0.0
bamboo shoots cooked,14,0.3,0.007,0.059,0.1,2.3,0.0,1.8,1.2,0.0,0.04,0.0
summer squash raw,42,0.5,0.1,0.048,0.2,8.7,5.7,3.1,2.9,0.0,0.051,0.009
sweet potato raw,112,0.002,0.036,0.008,0.015,26.2,5.4,2.0,3.9,0.0,0.079,0.048
green tomato,42,0.4,0.024,0.018,0.1,9.3,7.3,2.2,2.0,0.0,0.055,23.7
beet greens raw,8,0.078,0.026,0.037,0.015,1.6,0.2,0.8,1.4,0.0,0.013,44.5
savoy cabbage cooked,41,0.2,0.076,0.023,0.003,9.2,0.0,3.1,4.8,0.0,0.05,0.0
witloof chicory,9,0.031,0.076,0.077,0.027,2.1,0.0,0.5,1.6,0.0,0.022,10.1
turnips cooked,34,0.1,0.082,0.089,0.076,7.9,4.7,1.1,3.1,0.0,0.017,0.063
dried tomatoes,5,0.053,0.032,0.032,0.086,1.1,0.8,0.3,0.2,0.0,0.069,2.2
radicchio,15,0.2,0.031,0.048,0.024,2.9,0.4,0.9,0.6,0.0,0.033,12.4
mixed vegetables cooked,118,0.3,0.0,0.09,0.1,23.8,5.7,5.2,8.0,0.0,0.089,0.083
yellow tomato,32,0.6,0.03,0.003,0.2,6.3,0.0,2.1,1.5,0.0,0.088,0.0
cardoon cooked,26,0.1,0.014,0.058,0.092,6.4,0.0,0.9,2.0,0.0,0.2,86.4
spinach raw,7,0.1,0.024,0.049,0.087,1.1,0.1,0.9,0.7,0.0,0.036,29.7
kale raw,7,0.3,0.057,0.014,0.1,0.9,0.2,0.6,0.9,0.0,0.045,53.3
drumstick pods cooked,42,0.2,0.0,0.0,0.0,9.7,0.0,2.5,5.0,0.0,0.3,23.6
kohlrabi raw,72,0.3,0.007,0.072,0.1,16.4,6.9,4.5,9.5,0.0,0.063,0.069
lentil sprouts,82,0.4,0.067,0.053,0.2,17.0,0.0,6.9,0.0,0.0,0.044,19.3
carrots raw,25,0.1,0.046,0.043,0.069,5.8,2.9,0.6,1.7,0.0,0.024,0.028
red chili peppers,18,0.2,0.088,0.05,0.1,4.0,2.4,0.8,0.7,0.0,0.03,6.3
fennel,73,0.5,0.0,0.0,0.0,17.1,0.0,2.9,7.3,0.0,0.1,0.1
sweet corn white,63,0.9,0.1,0.3,0.4,13.9,2.4,2.4,2.0,0.0,0.016,0.084
celeriac raw,66,0.5,0.1,0.052,0.2,14.4,2.5,2.3,2.8,0.0,0.2,0.081
hubbard squash raw,46,0.6,0.1,0.096,0.2,10.1,4.6,2.3,4.5,0.0,0.094,0.086
brussels sprouts cooked,8,0.1,0.099,0.044,0.062,1.5,0.4,0.5,0.5,0.0,0.051,7.6
carrots cooked,16,0.092,0.096,0.074,0.008,3.8,1.6,0.3,1.4,0.0,0.025,13.8
lambs quarters raw,0,0.067,0.0,0.0,0.0,0.069,0.0,0.08,0.046,0.0,0.033,3.3
lotus root cooked,6,0.056,0.029,0.092,0.016,1.4,0.0,0.1,0.3,0.0,0.0,2.3
split peas raw,672,2.3,0.3,0.5,1.0,118.9,15.8,48.4,50.2,0.0,0.075,108.4
scots kale cooked,36,0.5,0.014,0.0,0.3,7.3,0.0,2.5,0.0,0.0,0.4,171.6
corn cooked,99,1.5,0.2,0.4,0.6,21.6,4.7,3.5,2.5,0.0,0.039,0.055
radish raw,1,0.026,0.084,0.086,0.021,0.2,0.066,0.042,0.002,0.0,0.033,0.002
stinging nettles,37,0.007,0.0,0.0,0.0,6.7,0.2,2.4,6.1,0.0,0.09,428.1
baby carrots,5,0.053,0.015,0.043,0.002,1.2,0.7,0.031,0.4,0.0,0.097,4.8
sweet yellow peppers,50,0.4,0.012,0.0,0.0,11.8,0.0,1.9,1.7,0.0,0.017,20.5
taro leaves raw,12,0.2,0.013,0.075,0.043,1.9,0.8,1.4,1.0,0.0,0.083,30.0
corn raw,123,1.9,0.5,0.6,0.7,26.7,9.0,4.7,2.9,0.0,0.083,0.054
roselle,28,0.4,0.0,0.0,0.0,6.4,0.0,0.5,0.0,0.0,0.079,122.6
drumstick leaves raw,13,0.3,0.0,0.0,0.0,1.7,0.0,2.0,0.4,0.0,0.071,38.9
scallop squash raw,23,0.3,0.097,0.018,0.1,5.0,3.1,1.6,1.6,0.0,0.075,24.7
chicory roots,65,0.2,0.052,0.054,0.041,15.8,7.9,1.3,1.4,0.0,0.055,0.0
brussels sprouts raw,8,0.077,0.072,0.028,0.026,1.7,0.4,0.6,0.7,0.0,0.049,8.0
kale cooked,42,1.4,0.2,0.1,0.8,6.3,1.4,3.5,4.7,0.0,0.018,0.5
pupusas con frijoles,289,11.4,2.8,3.8,3.7,39.7,1.6,7.0,7.3,0.0,0.4,64.3
mustard cabbage,36,0.1,0.016,0.057,0.033,7.2,1.8,1.4,4.0,0.0,0.9,0.1
gourd raw,19,0.2,0.07,0.076,0.041,4.1,1.9,1.1,1.0,0.0,0.03,0.047
butternut squash cooked,80,0.2,0.013,0.076,0.036,21.0,3.9,1.8,6.4,0.0,0.002,82.0
burdock root cooked,146,0.2,0.0,0.0,0.0,35.1,5.9,3.5,3.0,0.0,0.4,81.3
cassava,330,0.6,0.2,0.2,0.061,78.4,3.5,2.8,3.7,0.0,0.099,0.011
peas carrots cooked,77,0.7,0.1,0.004,0.3,16.2,7.0,4.9,5.0,0.0,0.5,36.8
romaine lettuce,8,0.1,0.049,0.085,0.079,1.5,0.6,0.6,1.0,0.0,0.083,15.5
yam raw,177,0.3,0.067,0.019,0.1,41.8,0.8,2.3,6.2,0.0,0.017,0.025
chowchow pickles,296,2.2,0.4,0.4,1.0,65.3,58.5,3.7,3.7,0.0,1.3,56.4
prairie turnips raw,20,0.029,0.0,0.0,0.0,4.5,0.1,0.3,1.0,0.0,0.059,16.5
savoy cabbage raw,19,0.017,0.091,0.008,0.014,4.3,1.6,1.4,2.2,0.0,0.007,0.066
celery raw,6,0.045,0.005,0.033,0.091,1.2,0.5,0.3,0.6,0.0,0.019,0.086
celeriac cooked,42,0.3,0.0,0.0,0.0,9.1,0.0,1.5,0.0,0.0,0.084,40.3
mustard spinach raw,33,0.5,0.087,0.2,0.073,5.9,0.0,3.3,4.2,0.0,0.025,315.0
zucchini raw,44,0.8,0.2,0.074,0.2,8.1,6.5,3.1,2.6,0.0,0.023,0.033
okra cooked,35,0.3,0.032,0.033,0.034,7.2,3.8,3.0,4.0,0.0,0.4,123.2
white icicle radish,14,0.1,0.076,0.083,0.091,2.6,0.0,1.1,1.4,0.0,0.049,27.0
orange tomato,18,0.2,0.097,0.062,0.046,3.5,0.0,1.3,1.0,0.0,0.001,0.0
pumpkin leaves raw,7,0.2,0.053,0.063,0.039,0.9,0.0,1.2,0.0,0.0,0.057,15.2
spaghetti squash cooked,42,0.4,0.091,0.0,0.2,10.0,3.9,1.0,2.2,0.0,0.4,32.6
white corn cooked,100,1.5,0.2,0.4,0.6,22.4,8.0,3.4,2.8,0.0,0.082,0.017
artichoke cooked,64,0.4,0.059,0.077,0.2,14.3,1.2,3.5,10.3,0.0,0.087,0.035
avocado,432,39.6,5.7,26.5,4.9,23.0,1.8,5.4,18.1,0.0,0.045,0.078
string beans wellsley farms,8,0.0,0.0,0.0,0.0,1.7,0.3,0.3,0.087,1.0,0.0,0.0
lambs quarters cooked,58,1.3,0.085,0.2,0.6,9.0,1.1,5.8,3.8,0.0,0.5,464.4
peas cooked,134,0.4,0.065,0.05,0.2,25.0,9.5,8.6,8.8,0.0,0.074,0.011
beets cooked,22,0.085,0.026,0.024,0.07,5.0,4.0,0.8,1.0,0.0,0.035,0.099
shallots dried,3,0.013,0.063,0.043,0.061,0.7,0.3,0.1,0.1,0.0,0.059,0.043
green lettuce,23,0.2,0.027,0.075,0.1,4.3,1.2,2.0,2.0,0.0,0.05,0.2
kohlrabi cooked,48,0.2,0.041,0.004,0.094,11.0,4.6,3.0,1.8,0.0,0.035,0.008
kanpyo dried,139,0.3,0.041,0.012,0.1,35.1,0.0,4.6,5.3,0.0,0.056,0.0
prairie turnips boiled,18,0.086,0.0,0.0,0.0,4.2,0.7,0.2,1.0,0.0,0.012,14.4
broccoli raab cooked,21,0.4,0.086,0.017,0.1,2.7,0.5,3.3,2.4,0.0,0.077,0.2
summer squash cooked,49,1.0,0.2,0.031,0.3,9.9,6.4,2.7,2.9,0.0,0.036,0.028
taro cooked,187,0.1,0.012,0.064,0.056,45.7,0.6,0.7,6.7,0.0,0.055,0.073
spring onion scallions,6,0.077,0.029,0.055,0.031,1.5,0.5,0.4,0.5,0.0,0.048,0.006
hubbard squash cooked,57,0.7,0.1,0.042,0.3,12.3,5.6,2.8,5.5,0.0,0.5,0.029
jalapeno pepper,4,0.002,0.06,0.018,0.095,0.9,0.6,0.1,0.4,0.0,0.028,0.011
new zealand spinach cooked,22,0.3,0.027,0.028,0.1,3.8,0.5,2.3,2.5,0.0,0.6,86.4
sesbania flower raw,1,0.095,0.0,0.0,0.0,0.2,0.0,0.012,0.0,0.0,0.007,0.6
spirulina dried,20,0.5,0.2,0.019,0.1,1.7,0.2,4.0,0.3,0.0,0.031,8.4
chinese cabbage pe tsai cooked,17,0.2,0.011,0.059,0.086,2.9,0.0,1.8,2.0,0.0,0.3,38.1
zucchini cooked,27,0.6,0.1,0.095,0.3,4.8,3.1,2.1,1.8,0.0,0.077,32.4
green olives pickled,4,0.4,0.064,0.3,0.047,0.1,0.051,0.073,0.057,0.0,0.1,0.072
lotus root raw,85,0.1,0.057,0.089,0.04,19.8,0.0,3.0,5.6,0.0,0.06,51.8
grape leaves,13,0.3,0.085,0.063,0.1,2.4,0.9,0.8,1.5,0.0,0.005,50.8
dill pickled cucumber,17,0.2,0.08,0.055,0.065,3.7,1.9,0.9,1.6,0.0,1.3,60.1
skunk cabbage,11,0.1,0.0,0.0,0.0,1.8,0.0,1.5,1.2,0.0,0.016,43.1
banana pepper,9,0.1,0.018,0.073,0.098,1.8,0.6,0.5,1.1,0.0,0.039,4.6
oriental radish raw,61,0.3,0.1,0.01,0.2,13.9,8.5,2.0,5.4,0.0,0.014,91.3
purslane cooked,21,0.2,0.0,0.0,0.0,4.1,0.0,1.7,0.0,0.0,0.3,89.7
rhubarb raw,11,0.1,0.043,0.018,0.045,2.3,0.6,0.5,0.9,0.0,0.058,0.058
swamp cabbage,20,0.2,0.0,0.0,0.0,3.6,0.0,2.0,1.9,0.0,0.4,52.9
mung bean sprouts raw,6,0.044,0.036,0.026,0.085,1.2,0.8,0.6,0.4,0.0,0.08,0.069
onion cooked,7,0.034,0.095,0.098,0.092,1.5,0.7,0.2,0.2,0.0,0.04,0.084
swiss chard raw,7,0.042,0.065,0.092,0.013,1.3,0.4,0.6,0.6,0.0,0.089,18.4
peas raw,117,0.6,0.1,0.086,0.3,21.0,8.2,7.9,7.4,0.0,0.017,36.3
cabbage cooked,35,0.019,0.0,0.012,0.061,8.3,4.2,1.9,2.9,0.0,0.011,0.2
taro leaves cooked,35,0.6,0.1,0.065,0.2,5.6,0.0,3.9,2.9,0.0,0.3,124.7
leeks cooked,38,0.2,0.086,0.098,0.1,9.4,2.6,1.0,1.2,0.0,0.067,37.2
split peas cooked,227,0.8,0.1,0.2,0.3,40.2,5.7,16.3,16.3,0.0,0.5,27.4
sweet corn yellow,58,0.4,0.029,0.1,0.2,14.2,2.6,4.1,1.5,0.0,0.05,0.0
asparagus raw,2,0.037,0.012,0.0,0.083,0.5,0.2,0.3,0.3,0.0,0.047,0.088
collard cooked,63,1.4,0.049,0.095,0.3,10.7,0.0,5.1,7.6,0.0,0.013,267.9
swiss chard cooked,35,0.1,0.0,0.0,0.0,7.2,1.9,3.3,3.7,0.0,0.7,101.5
nopales cooked,22,0.003,0.064,0.007,0.071,4.9,1.7,2.0,3.0,0.0,0.087,244.4
tahitian taro cooked,60,0.9,0.2,0.015,0.4,9.4,0.0,5.7,0.0,0.0,0.4,204.1
chinese cabbage pak choi raw,9,0.1,0.013,0.03,0.034,1.5,0.8,1.1,0.7,0.0,0.087,73.5
green chili pepper,18,0.097,0.067,0.088,0.034,4.3,2.3,0.9,0.7,0.0,0.023,0.017
mountain yam raw,91,0.1,0.015,0.047,0.027,22.2,0.4,1.8,3.4,0.0,0.021,35.4
parsnips cooked,114,0.5,0.081,0.2,0.018,27.2,7.7,2.1,6.4,0.0,0.021,0.065
tomato stewed,97,3.3,0.6,1.3,1.1,16.1,0.0,2.4,2.1,0.0,0.6,0.0
sweet green peppers cooked,19,0.1,0.037,0.031,0.039,4.5,2.3,0.7,0.9,0.0,0.2,6.6
white corn raw,143,2.0,0.3,0.6,0.9,31.6,5.3,5.3,4.5,0.0,0.088,0.081
rutabaga raw,286,1.2,0.2,0.2,0.7,66.5,34.4,8.3,17.8,0.0,0.061,332.0
jalapeno peppers canned,37,1.3,0.1,0.031,0.7,6.4,2.9,1.3,3.5,0.0,2.3,31.3
pumpkin canned,83,0.7,0.4,0.098,0.032,19.8,8.1,2.7,7.1,0.0,0.6,63.7
peas onions canned,61,0.5,0.064,0.009,0.2,10.3,0.0,3.9,2.8,0.0,0.5,20.4
sweet mashed potato canned,258,0.5,0.1,0.042,0.2,59.1,13.9,5.0,4.3,0.0,0.2,76.5
hominy canned,119,1.5,0.2,0.4,0.7,23.5,3.0,2.4,4.1,0.0,0.6,16.5
tomato puree canned,95,0.5,0.098,0.028,0.2,22.5,12.1,4.1,4.8,0.0,0.002,0.038
dried tomatoes canned in oil,6,0.4,0.072,0.3,0.076,0.7,0.0,0.2,0.2,0.0,0.056,1.4
mixed vegetables canned,88,0.6,0.1,0.039,0.3,17.5,0.0,3.5,9.3,0.0,0.5,0.0
straw mushrooms canned,2,0.09,0.1,0.06,0.027,0.3,0.0,0.2,0.1,0.0,0.049,0.0
capers canned,2,0.089,0.021,0.098,0.089,0.4,0.011,0.2,0.3,0.0,0.2,3.4
red peppers canned,15,0.058,0.03,0.069,0.098,3.7,2.4,0.7,0.9,0.0,0.9,5.1
carrots canned,104,0.6,0.1,0.009,0.3,24.4,11.2,2.6,8.2,0.0,0.2,0.028
tomatoes in tomato juice canned,41,0.3,0.08,0.013,0.1,9.6,5.7,1.9,2.4,0.0,0.3,74.4
asparagus canned,62,0.7,0.2,0.015,0.3,10.2,4.1,7.4,4.1,0.0,0.1,61.7
sweet red peppers canned,25,0.4,0.013,0.006,0.2,5.5,0.0,1.1,1.7,0.0,1.9,57.4
onions canned,12,0.084,0.045,0.06,0.042,2.5,1.4,0.5,0.8,0.0,0.2,28.4
turnip greens canned,27,0.4,0.1,0.047,0.2,4.0,0.6,2.0,1.9,0.0,0.082,169.9
hearts of palm,9,0.2,0.056,0.029,0.02,1.5,0.0,0.8,0.8,0.0,0.1,19.1
spinach canned,44,0.9,0.1,0.074,0.4,6.8,0.0,4.9,3.7,0.0,0.7,194.2
sweet potato canned,568,1.3,0.3,0.08,0.5,133.5,98.3,6.3,16.0,0.0,0.3,95.7
corn canned,49,0.6,0.032,0.1,0.2,11.1,3.3,1.6,1.4,0.0,0.2,0.0
peas carrots canned,97,0.7,0.1,0.052,0.3,21.6,7.2,5.5,8.4,0.0,0.7,0.059
crookneck squash canned,27,0.1,0.088,0.065,0.027,6.2,2.5,1.3,2.9,0.0,0.006,25.2
tomatoes canned,77,0.7,0.062,0.1,0.3,17.6,10.6,4.0,4.6,0.0,0.3,82.3
pimento canned,44,0.6,0.004,0.081,0.3,9.8,5.2,2.1,3.6,0.0,0.006,11.5
sweet green peppers canned,25,0.4,0.037,0.015,0.2,5.5,0.0,1.1,1.7,0.0,1.9,57.4
peas canned,57,0.8,0.1,0.021,0.4,9.5,0.0,3.5,0.0,0.0,0.2,0.0
chili peppers canned,29,0.4,0.013,0.053,0.2,6.4,0.0,1.0,2.4,0.0,0.6,50.0
green peppers canned,15,0.074,0.096,0.015,0.062,3.7,2.3,0.7,0.9,0.0,0.9,5.1
grape leaves canned,20,0.6,0.065,0.016,0.3,3.3,0.0,1.2,2.8,0.0,0.8,81.8
sauerkraut canned,27,0.2,0.023,0.056,0.01,6.1,2.5,1.3,4.1,0.0,0.9,0.096
beets canned,69,0.2,0.017,0.06,0.099,16.2,13.2,2.0,3.0,0.0,0.02,32.0
stewed tomatoes canned,66,0.5,0.078,0.058,0.2,15.8,9.0,2.3,2.6,0.0,0.6,0.039
tomato paste canned,215,1.2,0.3,0.2,0.4,49.5,31.9,11.3,10.7,0.0,2.1,94.3
bacon ranch salad mcdonalds,389,20.1,5.2,7.9,5.2,19.4,4.9,28.1,3.2,70.2,0.9,146.7
caesar salad with grilled chicken mcdonalds,201,5.6,3.0,1.5,0.6,11.3,4.8,29.1,3.3,71.0,0.6,189.4
caesar salad mcdonalds,94,4.4,2.5,1.0,0.3,9.1,4.4,6.8,3.4,10.7,0.2,183.2
vegetable salad,22,0.054,0.053,0.03,0.016,4.4,0.0,1.7,0.0,0.0,0.025,17.9
vegetable salad with chicken,70,1.5,0.4,0.5,0.4,2.5,0.0,11.6,0.0,47.9,0.1,24.7
potato salad,358,20.5,3.6,6.2,9.3,27.9,0.0,6.7,3.3,170.0,1.3,47.5
taco salad taco bell,906,48.9,15.9,21.2,4.0,80.5,0.0,35.7,16.0,101.3,1.9,506.4
iceberg lettuce,8,0.045,0.089,0.015,0.076,1.7,1.1,0.5,0.7,0.0,0.022,0.079
cornsalad,12,0.2,0.0,0.0,0.0,2.0,0.0,1.1,0.0,0.0,0.067,0.0
potato salad with egg,393,23.5,3.6,5.0,12.5,40.5,12.4,4.9,3.3,42.5,0.8,37.5
side salad mcdonalds,17,0.2,0.014,0.061,0.031,3.7,1.9,0.9,1.4,0.0,0.037,20.9
caesar salad with crispy chicken mcdonalds,349,16.4,4.3,6.5,4.7,19.2,4.5,25.7,3.4,55.6,0.7,188.5
grape apple salad with walnuts,191,8.2,1.1,1.4,5.3,25.6,20.3,3.5,3.6,1.6,0.087,70.1
vegetable salad with cheese egg,68,3.9,2.0,1.2,0.3,3.2,0.0,5.8,0.0,65.1,0.044,66.5
celtuce,1,0.088,0.0,0.0,0.0,0.3,0.0,0.071,0.1,0.0,0.094,3.1
arugula,5,0.1,0.029,0.015,0.057,0.7,0.4,0.5,0.3,0.0,0.018,32.0
vegetable salad with shrimp,71,1.7,0.4,0.5,0.3,4.4,0.0,9.7,0.0,119.5,0.3,39.3
coleslaw,292,18.9,3.1,5.1,10.2,28.4,23.3,1.8,3.6,7.6,0.4,0.1
shiitake mushrooms cooked,10,0.007,0.061,0.051,0.064,2.6,0.7,0.3,0.4,0.0,0.048,0.0
shiitake mushrooms raw,6,0.039,0.0,0.0,0.0,1.3,0.5,0.4,0.5,0.0,0.096,0.4
crimini mushrooms,1,0.018,0.054,0.014,0.025,0.3,0.1,0.2,0.064,0.0,0.086,0.0
mushrooms raw,15,0.2,0.052,0.0,0.1,2.3,1.4,2.2,0.7,0.0,0.053,2.1
portabella mushrooms grilled,35,0.7,0.023,0.021,0.3,5.4,2.7,4.0,2.7,0.0,0.047,0.0
maitake mushrooms,0,0.017,0.011,0.059,0.022,0.072,0.043,0.016,0.041,0.0,0.059,0.0
shiitake mushrooms dried,11,0.061,0.014,0.004,0.058,2.7,0.046,0.3,0.4,0.0,0.086,0.4
chanterelle mushrooms,2,0.063,0.0,0.0,0.0,0.4,0.076,0.033,0.2,0.0,0.028,0.0
cloud ear fungus dried,80,0.2,0.0,0.0,0.0,20.4,0.0,2.6,19.6,0.0,0.036,44.5
mushrooms cooked,44,0.7,0.05,0.004,0.3,8.3,3.7,3.4,3.4,0.0,0.011,0.0
pepeao dried,72,0.1,0.0,0.0,0.0,19.4,0.0,1.2,0.0,0.0,0.072,0.0
truffles,61,4.1,2.2,1.5,0.1,5.4,4.6,0.7,0.3,6.4,0.034,18.8
jews ear,25,0.095,0.0,0.0,0.0,6.7,0.0,0.5,0.0,0.0,0.027,15.8
enoki mushrooms,1,0.099,0.027,0.0,0.01,0.2,0.034,0.062,0.089,0.0,0.084,0.0
morel mushrooms,4,0.07,0.056,0.031,0.007,0.7,0.096,0.4,0.4,0.0,0.08,0.0
portabella mushrooms raw,19,0.3,0.036,0.016,0.1,3.3,2.2,1.8,1.1,0.0,0.014,2.6
oyster mushroom,5,0.035,0.016,0.039,0.099,0.9,0.2,0.5,0.3,0.0,0.098,0.0
